seed,episode,total_reward,epsilon,return_ma50,wall_clock_s
1,132,-5613.0,0.688875,-5203.248888413992,17.86305120000179
1,133,-5119.0,0.6865,-5197.964949384708,18.03162660000089
1,134,-6233.364110722041,0.684125,-5213.812833985276,18.201444099999208
1,135,-5682.499999701735,0.6817500000000001,-5229.523446553209,18.369936300005065
1,136,-4209.376264695987,0.6793750000000001,-5221.65097184713,18.52009370000451
1,137,-4972.499999951457,0.677,-5210.561580754645,18.677992500000983
1,138,-5061.0,0.674625,-5203.628074132231,18.835016200006066
1,139,-5391.194762454297,0.67225,-5204.611969381317,18.988716899999417
1,140,-5516.558885450253,0.669875,-5210.043147090322,19.161406900006114
1,141,-5066.9999948818,0.6675,-5200.923704295461,19.335986600002798
1,142,-6098.80582514889,0.665125,-5216.459820798439,19.504526100005023
1,143,-5244.0,0.66275,-5209.999820798439,19.66983800000162
1,144,-5444.775304556912,0.660375,-5209.3422039018205,19.838548600004287
1,145,-5038.0,0.658,-5195.314203906317,20.01424190000398
1,146,-5326.999999903121,0.655625,-5197.938975836004,20.190768400003435
1,147,-4804.9,0.65325,-5195.896975836004,20.35897630000545
1,148,-4644.930555155987,0.6508750000000001,-5191.715586944266,20.522541600003024
1,149,-5739.99999990516,0.6485000000000001,-5199.554447705883,20.66285179999977
1,150,-5434.4,0.6461250000000001,-5209.482447705883,20.83549910000147
1,151,-5363.999999923028,0.64375,-5209.699335685625,21.01060690000304
1,152,-5164.296687091066,0.641375,-5211.448778204056,21.172955400004867
1,153,-5013.8,0.639,-5209.264778204056,21.327357699999993
1,154,-5301.0,0.636625,-5210.913432053894,21.49896720000106
1,155,-5275.0,0.63425,-5209.403432055303,21.67450490000192
1,156,-5974.788135522881,0.631875,-5221.819194765761,21.847787400001835
1,157,-5346.0,0.6295,-5213.859194765761,22.020447200004128
1,158,-5361.126870932068,0.6271249999999999,-5221.121329928735,22.176158300004317
1,159,-5383.554455347819,0.62475,-5231.690366063302,22.343404200000805
1,160,-5311.299999857303,0.622375,-5240.600823828161,22.490237500001967
1,161,-5594.739649482905,0.62,-5250.737229906027,22.663799200003268
1,162,-5897.801393610929,0.617625,-5252.79034148217,22.83285579999938
1,163,-4845.0,0.6152500000000001,-5230.3264887646465,23.001769700000295
1,164,-5148.0,0.6128750000000001,-5237.686488769757,23.17834760000551
1,165,-4800.999999856975,0.6105,-5243.120836597086,23.343232100000023
1,166,-5550.0,0.608125,-5252.855583096384,23.511046700004954
1,167,-5058.99999992111,0.60575,-5240.015583094806,23.686623400004464
1,168,-5076.492158187636,0.603375,-5232.5645171709375,23.83937850000075
1,169,-5742.555555311742,0.601,-5248.975628277173,23.99800060000416
1,170,-5621.4,0.598625,-5272.723628277172,24.16024880000623
1,171,-5014.0,0.59625,-5276.363628277173,24.31790010000259
1,172,-5599.838668521059,0.593875,-5293.143931065615,24.48252230000071
1,173,-4618.0,0.5915,-5276.223931065615,24.641303300006257
1,174,-5451.999999896657,0.589125,-5286.8839310635485,24.821268200001214
1,175,-5059.0,0.58675,-5291.377963325239,24.963918900000863
1,176,-5075.0,0.5843750000000001,-5288.621217924383,25.118451000002096
1,177,-5406.484592943298,0.5820000000000001,-5297.387176938035,25.264378200001374
1,178,-5459.49999996063,0.5796250000000001,-5295.9196773758395,25.41497789999994
1,179,-5417.0,0.57725,-5292.559677377895,25.582962899999984
1,180,-5089.624999800248,0.574875,-5299.6321773739,25.75821160000487
1,181,-5487.41964257309,0.5725,-5303.020570225362,25.92807210000319
1,182,-5502.499999849477,0.570125,-5300.810570222351,26.09605559999909
1,183,-5119.0,0.56775,-5300.810570222351,26.27181340000243
1,184,-5484.0,0.565375,-5285.82328800791,26.444814900001802
1,185,-5152.0,0.563,-5275.213288013876,26.616967500005558
1,186,-4990.3260738415765,0.5606249999999999,-5290.832284196787,26.793149400000402
1,187,-5695.49999973119,0.55825,-5305.292284192383,26.958953300003486
1,188,-5402.999999887452,0.555875,-5312.132284190131,27.108950699999696
1,189,-5205.700641784238,0.5535000000000001,-5308.42240177673,27.2702649999992
1,190,-5191.0,0.5511250000000001,-5301.911224067724,27.430918300000485
1,191,-4316.0,0.5487500000000001,-5286.89122417009,27.606305500004964
1,192,-5625.0,0.546375,-5277.4151076671105,27.775139100005617
1,193,-5328.5490618972335,0.544,-5279.106088905056,27.948073899999144
1,194,-5827.0,0.541625,-5286.750582813918,28.122256200003903
1,195,-5080.0,0.53925,-5287.590582813918,28.29338650000136
1,196,-5036.499999756239,0.536875,-5281.78058281098,28.452413200000592
1,197,-5054.750691409792,0.5345,-5286.7775966391755,28.62672179999936
1,198,-4560.0,0.532125,-5285.078985536056,28.795317900003283
1,199,-5552.531249899036,0.5297499999999999,-5281.329610535933,28.969826700005797
1,200,-5458.4,0.527375,-5281.809610535933,29.145861000004516
1,201,-5553.0,0.525,-5285.589610537472,29.3148799000046
1,202,-5228.493735541761,0.5226250000000001,-5286.873551506486,29.491781900003843
1,203,-4891.737391484015,0.5202500000000001,-5284.4322993361675,29.666908400002285
1,204,-4963.0,0.5178750000000001,-5277.672299336167,29.82627019999927
1,205,-4945.499999596921,0.5155000000000001,-5271.082299328105,29.99684200000047
1,206,-4761.399999885163,0.513125,-5246.814536615351,30.171015400002943
1,207,-5304.0,0.51075,-5245.974536615352,30.340014800000063
1,208,-4802.0,0.508375,-5234.79199919671,30.516286400001263
1,209,-5764.798387012206,0.506,-5242.416877829997,30.692133299999114
1,210,-5505.216730001245,0.503625,-5246.295212432877,30.869506800001545
1,211,-4771.799999901961,0.50125,-5229.836419441258,31.046280400005344
1,212,-5708.707273486995,0.49887500000000007,-5226.054537038779,31.219988000004378
1,213,-5154.402777557625,0.49650000000000005,-5232.242592589931,31.38427159999992
1,214,-4849.2,0.49412500000000004,-5226.266592589931,31.561157600001025
1,215,-5125.299999601576,0.49175,-5232.752592584824,31.737287800002377
1,216,-5122.0,0.489375,-5224.192592584824,31.90531340000598
1,217,-5020.0,0.487,-5223.412592586401,32.08187700000417
1,218,-6053.0,0.4846250000000001,-5242.942749422649,32.25894949999929
1,219,-4786.710279620358,0.48224999999999996,-5223.82584390882,32.428378900003736
1,220,-4987.999999833468,0.47987500000000005,-5211.15784390549,32.60413580000022
1,221,-5404.0,0.47750000000000004,-5218.95784390549,32.779204300000856
1,222,-5368.0,0.475125,-5214.321070535068,32.95933920000243
1,223,-4765.0,0.47275,-5217.261070535069,33.1221588000044
1,224,-5532.0,0.470375,-5218.861070537136,33.27195639999991
1,225,-5599.545454275281,0.46799999999999997,-5229.671979622641,33.4159959000026
1,226,-5145.422690972797,0.46562500000000007,-5231.080433442097,33.586118300001544
1,227,-4900.584473203225,0.46325000000000005,-5220.9624310472955,33.764023600000655
1,228,-4599.999999893509,0.46087500000000003,-5203.772431045953,33.935993900006
1,229,-5525.402946128369,0.4585,-5205.9404899685205,34.09403369999927
1,230,-5561.33191669464,0.456125,-5215.374628306409,34.26049250000506
1,231,-5083.0,0.4537500000000001,-5207.286235454947,34.41768250000314
1,232,-4992.499999707618,0.45137499999999997,-5197.08623545211,34.57626820000587
1,233,-5245.1499997358,0.44900000000000007,-5199.609235446826,34.74268370000209
1,234,-5233.0,0.44662500000000005,-5194.589235446825,34.9060599000004
1,235,-5441.0,0.44425000000000003,-5200.369235446826,35.083703800002695
1,236,-4497.999999885704,0.441875,-5190.522713967708,35.25881340000342
1,237,-5603.999999777022,0.4395,-5188.692713968626,35.43504160000157
1,238,-5508.0,0.437125,-5190.792713970876,35.61200090000057
1,239,-6028.551034858154,0.4347500000000001,-5207.249721832354,35.7869498
1,240,-5674.507777803053,0.43237499999999995,-5216.919877388415,35.95714330000192
1,241,-5374.852941140787,0.43000000000000005,-5238.096936211232,36.121837600003346
1,242,-4907.309811900311,0.42762500000000003,-5223.743132449237,36.29043610000372
1,243,-5327.0,0.42525,-5223.712151211293,36.46763120000105
1,244,-5045.083333191331,0.422875,-5208.07381787512,36.64360110000416
1,245,-4978.0,0.4205,-5206.03381787512,36.81488810000155
1,246,-4785.999999835358,0.41812499999999997,-5201.023817876701,36.99177060000511
1,247,-5435.073170557076,0.41575000000000006,-5208.630267459647,37.16838950000238
1,248,-5142.499999843923,0.41337499999999994,-5220.2802674565255,37.341171300002316
1,249,-5591.0,0.41100000000000003,-5221.049642458544,37.511425100005
1,250,-5061.0,0.408625,-5213.101642458545,37.688558400004695
1,251,-4951.91996829788,0.40625,-5201.080041824503,37.85544310000114
1,252,-5195.4,0.4038750000000001,-5200.418167113667,38.031785500003025
1,253,-5236.2058820511975,0.4015000000000001,-5207.307536925011,38.20763640000223
1,254,-5273.0,0.39912500000000006,-5213.507536925011,38.3816089000029
1,255,-5272.999999903408,0.39675000000000005,-5220.057536931141,38.53733270000521
1,256,-5097.499999794053,0.39437500000000003,-5226.779536929319,38.703495900001144
1,257,-5110.799999775267,0.392,-5222.915536924825,38.874162300002354
1,258,-4841.886565023061,0.3896250000000001,-5223.713268225286,39.05031450000388
1,259,-5299.9999997367095,0.38725,-5214.417300479775,39.234951700003876
1,260,-5683.0,0.3848750000000001,-5217.9729658797505,39.40911860000051
1,261,-5030.499999941177,0.38250000000000006,-5223.1469658805345,39.585905200001434
1,262,-5714.049338563786,0.38012500000000005,-5223.253807182071,39.76226619999943
1,263,-5567.0,0.37775000000000003,-5231.505751630918,39.93003890000546
1,264,-5617.162403709084,0.375375,-5246.8649997051,40.10831490000419
1,265,-5844.4,0.373,-5261.246999713068,40.283006000005116
1,266,-5928.3770490579345,0.3706250000000001,-5277.374540694227,40.45795590000489
1,267,-5448.0,0.36824999999999997,-5285.9345406942275,40.636004400003
1,268,-5041.863125400656,0.36587500000000006,-5265.71180320224,40.8123601000043
1,269,-5335.0,0.36350000000000005,-5276.677597609832,40.985386799999105
1,270,-5250.0,0.36112500000000003,-5281.917597613164,41.14196710000397
1,271,-4951.914207255268,0.35875,-5272.875881758269,41.316161900002044
1,272,-6002.0,0.356375,-5285.55588175827,41.482355500003905
1,273,-5385.499999950495,0.354,-5297.965881757279,41.649424300005194
1,274,-5063.0,0.3516250000000001,-5288.585881757279,41.80029360000481
1,275,-5541.999999827837,0.34924999999999995,-5287.4349726683295,41.968837899999926
1,276,-4942.0,0.34687500000000004,-5283.366518848874,42.14414310000575
1,277,-5199.0,0.34450000000000003,-5289.334829384809,42.29235329999938
1,278,-4844.0,0.342125,-5294.2148293869395,42.46644770000421
1,279,-4526.68253938767,0.3397500000000001,-5274.240421252125,42.63404360000277
1,280,-5327.499999897959,0.337375,-5269.5637829161915,42.77734980000241
1,281,-5902.0,0.3350000000000001,-5285.943782916192,42.95267170000443
1,282,-5021.247929872014,0.33262500000000006,-5286.518741519479,43.12563580000278
1,283,-5177.0,0.33025000000000004,-5285.1557415247635,43.275462000005064
1,284,-6135.020335844198,0.327875,-5303.196148241646,43.43247580000025
1,285,-5166.0,0.3255,-5297.696148241646,43.610118800002965
1,286,-6334.552013243663,0.323125,-5334.4271885088065,43.77597330000572
1,287,-5444.1,0.3207500000000001,-5331.229188513265,43.94764450000366
1,288,-5231.504950396098,0.31837499999999996,-5325.699287521188,44.12345570000616
1,289,-5449.214799046774,0.31600000000000006,-5314.11256280496,44.30251830000634
1,290,-4959.6116503088815,0.31362500000000004,-5299.8146402550765,44.48167600000306
1,291,-5027.569504559658,0.31125,-5292.868971523455,44.65421530000458
1,292,-5361.440475940397,0.308875,-5301.951584804256,44.82967110000027
1,293,-5422.170237645471,0.3065,-5303.854989557165,45.00850130000617
1,294,-5569.9,0.304125,-5314.351322893339,45.17772710000281
1,295,-4693.999999866771,0.3017500000000001,-5308.671322890674,45.337268700001005
1,296,-5711.091836609713,0.29937499999999995,-5327.173159626162,45.490856900003564
1,297,-5127.5,0.29700000000000004,-5321.021696215019,45.66192910000245
1,298,-4763.0,0.294625,-5313.431696218142,45.83810950000043
1,299,-4582.0,0.29225,-5293.251696218142,46.015490800004045
1,300,-5998.058823436183,0.289875,-5311.992872686866,46.19418340000266
1,301,-4591.796747331843,0.2875000000000001,-5304.790408267544,46.37327920000098
1,302,-4748.0,0.2851250000000001,-5295.842408267545,46.55196620000061
1,303,-5264.999999905653,0.28275000000000006,-5296.418290624633,46.72497590000421
1,304,-5406.0,0.28037500000000004,-5299.078290624634,46.899546000000555
1,305,-5705.0,0.278,-5307.718290626565,47.07387080000626
1,306,-5693.484913392472,0.2756250000000001,-5319.637988898534,47.24171500000375
1,307,-5057.51429011694,0.27325,-5318.572274705367,47.41446990000259
1,308,-5166.538944479764,0.2708750000000001,-5325.0653222945,47.59129440000106
1,309,-5170.0,0.26850000000000007,-5322.465322299768,47.76515440000367
1,310,-5388.19237431311,0.26612500000000006,-5316.56916978603,47.93192000000272
1,311,-4801.0,0.26375000000000004,-5311.979169787206,48.11075500000152
1,312,-4541.0,0.261375,-5288.51818301593,48.26669799999945
1,313,-5582.4999998674875,0.259,-5288.82818301328,48.442840600000636
1,314,-5720.0,0.2566250000000001,-5290.884934939098,48.59565080000175
1,315,-5778.807914849283,0.25425,-5289.573093236084,48.7573360000024
1,316,-5697.755222449918,0.25187500000000007,-5284.960656703924,48.920677900001465
1,317,-5470.0,0.24950000000000006,-5285.400656703923,49.122882700001355
1,318,-5838.169826398147,0.24712500000000004,-5301.326790723873,49.322242900001584
1,319,-5305.0,0.24475000000000002,-5300.726790723873,49.50192640000023
1,320,-5562.0,0.242375,-5306.966790723873,49.67834330000187
1,321,-5281.0,0.24,-5313.548506578768,49.85588540000026
1,322,-5317.0,0.2376250000000001,-5299.848506578768,50.03359520000231
1,323,-4894.499999928571,0.23524999999999996,-5290.028506578329,50.19657080000616
1,324,-5521.607175550132,0.23287500000000005,-5299.200650089332,50.35995840000396
1,325,-5137.499999845282,0.23050000000000004,-5291.11065008968,50.51975930000481
1,326,-5566.194551657067,0.22812500000000002,-5303.594541122821,50.699262400004955
1,327,-4673.662525568921,0.22575000000000012,-5293.087791634201,50.88198150000244
1,328,-4833.0,0.223375,-5292.867791634201,51.053961000005074
1,329,-5736.38499954448,0.22100000000000009,-5317.0618408373375,51.226610300000175
1,330,-5498.0,0.21862500000000007,-5320.471840839378,51.411319200000435
1,331,-4802.0,0.21625000000000005,-5298.471840839378,51.56545210000331
1,332,-5156.698790642468,0.21387500000000004,-5301.180858054788,51.749640800000634
1,333,-5846.0,0.21150000000000002,-5314.560858054788,51.93062720000307
1,334,-4711.4618057883745,0.209125,-5286.089687453671,52.10788350000075
1,335,-5352.069535945702,0.2067500000000001,-5289.8110781725845,52.269833199999994
1,336,-5968.0,0.20437499999999997,-5282.480037907711,52.44006410000293
1,337,-4902.0,0.20200000000000007,-5271.638037907712,52.60270920000039
1,338,-5000.499999805312,0.19962500000000005,-5267.017938895896,52.77398670000548
1,339,-5526.499999965517,0.19725000000000004,-5268.5636429142705,52.94273890000477
1,340,-5172.152542337691,0.19487500000000002,-5272.814460754847,53.11529940000037
1,341,-4746.0,0.1925,-5267.183070663654,53.26449490000232
1,342,-5375.499999949495,0.190125,-5267.464261143835,53.40746390000277
1,343,-5390.0,0.18775000000000008,-5266.820856390926,53.57217200000014
1,344,-4897.0,0.18537499999999996,-5253.362856390926,53.745816400005424
1,345,-5033.0,0.18300000000000005,-5260.1428563935915,53.92217090000486
1,346,-5116.0,0.18062500000000004,-5248.241019661396,54.100994700005685
1,347,-4927.0,0.17825000000000002,-5244.231019661396,54.27058229999966
1,348,-5342.740259659478,0.175875,-5255.825824854586,54.43709910000325
1,349,-5475.029914405955,0.1735,-5273.686423142705,54.59995870000421
1,350,-4825.856521511491,0.17112499999999997,-5250.242377104211,54.76696559999982
1,351,-5127.534883383568,0.16875000000000007,-5260.957139825246,54.94601379999949
1,352,-5374.374343628777,0.16637500000000005,-5273.484626697821,55.124568300001556
1,353,-5568.0,0.16400000000000003,-5279.544626699708,55.297422700001334
1,354,-5371.169421314093,0.16162500000000013,-5278.84801512599,55.475203000001784
1,355,-6113.0,0.15925,-5287.00801512599,55.65331810000498
1,356,-4506.0,0.1568750000000001,-5263.2583168581405,55.8292733000053
1,357,-5413.0,0.15450000000000008,-5270.368031055801,56.00895350000064
1,358,-5674.0,0.15212500000000007,-5280.517252166206,56.1882906000028
1,359,-5808.501128353376,0.14975000000000005,-5293.287274733274,56.35831370000233
1,360,-5237.095959435846,0.14737500000000003,-5290.265346435729,56.53704380000272
1,361,-4777.0,0.14500000000000002,-5289.785346435729,56.71476470000198
1,362,-5163.5736429835715,0.1426250000000001,-5302.2368192954,56.884583300001395
1,363,-5602.49999983001,0.14024999999999999,-5302.63681929465,57.05946480000421
1,364,-4563.197801867195,0.13787500000000008,-5279.500775331994,57.23759989999962
1,365,-5431.499999858475,0.13550000000000006,-5272.554617032179,57.40900590000092
1,366,-5623.617199410955,0.13312500000000005,-5271.071856571399,57.58258620000561
1,367,-5219.0,0.13075000000000003,-5266.051856571398,57.76365480000095
1,368,-5691.999999845862,0.12837500000000002,-5263.128460040353,57.93126270000357
1,369,-5305.25903583238,0.126,-5263.133640757001,58.109044800003176
1,370,-5385.0,0.1236250000000001,-5259.593640757001,58.28557350000483
1,371,-5345.773583319327,0.12124999999999997,-5260.889112423387,58.459901700000046
1,372,-5332.99999978357,0.11887500000000006,-5261.209112419059,58.63837630000489
1,373,-5531.0,0.11650000000000005,-5273.939112420488,58.81685330000619
1,374,-5448.999999599983,0.11412500000000003,-5272.486968901485,58.986693900005776
1,375,-5559.074237285318,0.11175000000000002,-5280.918453650284,59.16545230000338
1,376,-5800.0,0.109375,-5285.594562617144,59.34517960000085
1,377,-5157.486199078072,0.1070000000000001,-5295.271036087327,59.52055150000524
1,378,-4887.083333020496,0.10462500000000008,-5296.352702747736,59.69835850000527
1,379,-5365.0,0.10225000000000006,-5288.925002756848,59.875030300005164
1,380,-4888.0,0.09987500000000005,-5276.725002756848,60.05362840000453
1,381,-5163.948070244731,0.09750000000000003,-5283.963964161742,60.231026200002816
1,382,-5431.054180523002,0.09512500000000002,-5289.451071959352,60.409451600004104
1,383,-4733.0,0.09275000000000011,-5267.1910719593525,60.572589499999594
1,384,-4796.999999882664,0.09037499999999998,-5268.901835841239,60.74691290000192
1,385,-5714.4999998614085,0.08800000000000008,-5276.150445119552,60.926214200000686
1,386,-5087.9999998869735,0.08562500000000006,-5258.550445117292,61.10979919999954
1,387,-4881.614222892418,0.08325000000000005,-5258.14272957514,61.283107900002506
1,388,-5720.0,0.08087500000000003,-5272.532729579033,61.4637287000005
1,389,-5146.0,0.07850000000000001,-5264.922729579724,61.6394489000013
1,390,-5448.189339008454,0.076125,-5270.443465513139,61.81917500000418
1,391,-5242.289383912481,0.0737500000000001,-5280.3692531913875,61.996812299999874
