episode,reward_mean,reward_std
111,-5333.666666666667,224.68051391550023
112,-5548.0,348.39776118683653
113,-5297.0,638.9866978271144
114,-5224.3,591.9702441846209
115,-4632.333333333333,341.50012201071524
116,-5153.333333333333,261.09832119976045
117,-5531.599999999999,265.0597668451397
118,-5519.333333333333,66.03282012252193
119,-5571.666666666667,614.7376134037457
120,-5108.333333333333,626.3579913542521
121,-5225.666666666667,507.33650896947404
122,-4679.066666666667,368.3989866073647
123,-5347.666666666667,122.71240089466657
124,-5084.366666666667,117.66309248584864
125,-5347.333333333333,477.93444459814094
126,-5239.0,96.10931276416453
127,-5005.366666666667,338.11019406893587
128,-5446.333333333333,545.8061316377213
129,-5715.0,194.31675172254194
130,-4979.0,322.4841081355793
131,-5197.666666666667,335.2630807788613
132,-5355.0,488.2919208833994
133,-5262.0,484.5286369245888
134,-5829.0,316.73964071457806
135,-5654.0,552.6110748075902
136,-4828.666666666667,544.0591266887573
137,-5134.7,213.8459492251375
138,-5263.0,213.71242359769354
139,-5385.0,429.60563311018166
140,-5502.2,54.77700247366606
141,-5289.333333333333,400.5650176105413
142,-5497.666666666667,496.99731722951327
143,-5000.433333333333,217.3602156176086
144,-5301.333333333333,411.344543337253
145,-4867.666666666667,575.2263322669897
146,-4950.066666666667,350.33757054208917
147,-5215.400000000001,430.4496253918684
148,-4972.466666666666,303.9793633346407
149,-5550.333333333333,271.78361490960646
150,-5332.466666666666,109.15792840345267
151,-5000.8,542.4567448193452
152,-5297.333333333333,150.0710942631303
153,-5103.900000000001,73.09056026601533
154,-5261.333333333333,124.33958876131649
155,-5110.666666666667,175.7621498882321
156,-5507.666666666667,503.40275459450305
157,-5468.333333333333,132.66624790553672
158,-5230.666666666667,101.63332786706022
159,-5381.666666666667,225.1495799092978
160,-5398.666666666667,552.4638751387582
161,-5618.333333333333,420.9350702107552
162,-5355.900000000001,516.1828455111618
163,-5170.400000000001,772.9437754455361
164,-4945.333333333333,446.91870998351953
165,-5035.0,490.51401610963165
166,-5498.666666666667,349.6188400720611
167,-5351.333333333333,303.57920438220617
168,-5288.0,315.86706064418934
169,-5563.333333333333,253.44098589875586
170,-5670.0,634.2767534759571
171,-5257.333333333333,278.1803971047085
172,-5177.266666666666,401.81116626262803
173,-5169.333333333333,605.2770715410697
174,-5214.400000000001,204.66333330618846
175,-4938.666666666667,285.5106536249276
176,-5152.566666666667,68.32469051033732
177,-5139.333333333333,113.17832536900929
178,-5053.666666666667,526.8911968645266
179,-5349.0,140.40299142112323
180,-4895.666666666667,874.1449155222111
181,-5416.333333333333,206.8727467148181
182,-5390.666666666667,129.831942654084
183,-5277.2,461.46128765043767
184,-5021.733333333334,382.1533897969941
185,-5191.0,124.1329931968129
186,-5193.333333333333,213.25180733896104
187,-5172.033333333334,533.3388260133825
188,-5534.0,126.30122723077555
189,-5576.666666666667,375.5666829383742
190,-5140.0,410.65435587608226
191,-4927.666666666667,526.5133743157273
192,-5439.3,258.2517570124161
193,-5219.0,241.71884494180424
194,-5286.0,644.8348625811108
195,-5092.666666666667,62.32442004008798
196,-5040.0,329.04103087608996
197,-5057.666666666667,59.768999768553506
198,-4902.766666666666,265.2959919285126
199,-5118.0,451.0033259300867
200,-5139.8,388.93255199327297
201,-5133.666666666667,408.0494251108969
202,-4858.8,312.72115374563344
203,-5083.633333333333,642.0253915020289
204,-5038.599999999999,133.83153589494552
205,-5376.0,373.96791306207007
206,-5010.133333333333,399.9303105959005
207,-5136.333333333333,134.10567972063424
208,-5031.666666666667,346.82896841719173
209,-5435.066666666667,365.2681389518299
210,-5102.0,397.0302255496425
211,-5616.099999999999,748.7149858257145
212,-5324.0,347.06915737357014
213,-5406.333333333333,234.1203394268285
214,-4992.2,468.14924970568933
215,-4927.566666666667,303.5575123981177
216,-5332.666666666667,350.32032960325523
217,-4812.666666666667,293.0005688276617
218,-5335.966666666666,652.5503837508131
219,-5168.3,379.9811705861224
220,-4963.333333333333,66.9800965461632
221,-5185.0,273.8466724282039
222,-5429.0,129.9038105676658
223,-5027.833333333333,304.0593417958628
224,-5220.333333333333,479.98993044993495
225,-5437.0,216.395471301966
226,-5132.0,571.4437855117509
227,-5099.666666666667,170.01568555087297
228,-4950.333333333333,352.1708865498871
229,-5070.333333333333,562.4574057947262
230,-5182.0,804.2561780925279
231,-5241.666666666667,258.2834360413639
232,-5153.0,134.40238093129153
233,-5186.0,123.95499183171292
234,-5418.0,142.01056298740596
235,-5245.333333333333,190.31640321667837
236,-4972.966666666666,463.0101114806604
237,-5179.566666666667,470.8397427292361
238,-5532.233333333334,133.27664211456334
239,-5565.666666666667,655.0468176652209
240,-5142.433333333333,424.3635980304312
241,-4988.0,325.08306630767464
242,-5254.666666666667,460.0568805412361
243,-5182.0,130.6338776887526
244,-5075.666666666667,265.5830064844761
245,-5064.533333333334,147.36299852179056
246,-5188.333333333333,373.25773044015233
247,-5449.333333333333,261.305057994164
248,-5008.666666666667,252.5951965761293
249,-5310.666666666667,163.71112770161142
250,-5373.333333333333,326.71904342008185
251,-5040.666666666667,89.51163797704375
252,-5227.666666666667,114.77078606219162
253,-5109.666666666667,300.248785731655
254,-4924.666666666667,223.0814499982761
255,-5173.333333333333,242.01721701840427
256,-5195.666666666667,308.4742020547802
257,-5034.933333333333,220.67716994137265
258,-4953.333333333333,60.7974780178697
259,-5397.0,141.4885154349992
260,-5210.333333333333,377.59281419716314
261,-5255.666666666667,231.83255451582565
262,-5469.333333333333,431.7225189092332
263,-5257.2,239.8502032519461
264,-5675.0,490.50076452539804
265,-5552.466666666667,664.9194337160957
266,-5372.666666666667,500.14531221769283
267,-5253.066666666667,207.8485345951069
268,-5060.5,268.1785785628673
269,-5452.333333333333,287.32269895247293
270,-5161.0,326.0184043884639
271,-5342.0,349.0458422614428
272,-5814.666666666667,344.21262808521914
273,-5399.666666666667,342.6168900292766
274,-5267.2,207.283670365034
275,-5270.666666666667,267.7635773090383
276,-5216.333333333333,131.12716474222023
277,-5267.333333333333,665.5120835366802
278,-5182.0,571.5277771027406
279,-5189.333333333333,433.3016655095309
280,-5260.0,238.43447737271555
281,-5547.866666666666,254.407651876537
282,-5213.633333333334,374.08117211820877
283,-5217.666666666667,180.18139008602785
284,-5542.333333333333,547.1903995259175
285,-5151.166666666667,141.18457186723094
286,-5345.733333333334,893.9427293363558
287,-5495.366666666666,97.0824563622764
288,-5205.333333333333,223.08144999827616
289,-5273.0,48.86716689148246
290,-5334.0,378.39661732103264
291,-5413.0,572.3172197304568
292,-5451.866666666667,26.733000829187187
293,-5513.0,93.25770745627409
294,-5374.633333333333,401.5716664971936
295,-5209.333333333333,579.7045224365025
296,-5305.0,454.7878626348773
297,-5226.166666666667,418.92133310841695
298,-5069.633333333333,346.0903109498059
299,-4863.333333333333,644.7420672899617
300,-5052.0,831.7764122647384
301,-5006.0,438.2134183249071
302,-5165.466666666666,799.3667827307647
303,-5533.0,299.8466274614407
304,-5067.0,393.8235645565156
305,-5249.0,384.9402551046071
306,-5428.166666666667,211.5787875315797
307,-5252.466666666666,420.9848611688232
308,-5066.333333333333,67.67815994346563
309,-5318.333333333333,443.0737335177219
310,-5116.0,491.6899429518566
311,-5263.666666666667,546.959169713182
312,-5025.333333333333,452.45147069418766
313,-5348.0,210.69171791980813
314,-5499.666666666667,225.64869450837367
315,-5277.666666666667,452.0943854255806
316,-5165.666666666667,405.9339026656106
317,-5017.0,353.0623174455184
318,-5340.333333333333,507.16598203481
319,-5257.0,60.108235708594876
320,-5541.666666666667,631.9543759903346
321,-5369.666666666667,234.48738416668238
322,-5100.666666666667,218.35826829624128
323,-5313.333333333333,348.43985612058407
324,-5287.0,80.72793816269557
325,-5385.0,486.08744069354435
326,-5479.333333333333,196.87898144122263
327,-4930.666666666667,437.61208088138204
328,-4882.666666666667,107.48178140193484
329,-5477.333333333333,269.7412340250066
330,-5227.666666666667,323.4692154337618
331,-5263.0,367.0735621098311
332,-5266.0,506.666557017532
333,-5420.633333333333,245.15648743880587
334,-5134.833333333333,525.1156475799723
335,-5464.666666666667,385.02121153688825
336,-5592.333333333333,383.13748620219
337,-4778.666666666667,124.13433583555101
338,-5292.333333333333,308.2747692130079
339,-5021.333333333333,581.0252432840877
340,-5196.599999999999,412.78648233681326
341,-5120.0,393.68388333788823
342,-5333.333333333333,125.91399180922392
343,-5258.333333333333,418.71509804798467
344,-5221.166666666667,607.3430524286363
345,-5172.666666666667,304.4360907207511
346,-5423.0,273.9269975741712
347,-5240.0,187.5499933351105
348,-5251.666666666667,124.85725182516758
349,-5398.5,186.97296596032277
350,-5173.233333333334,141.60883917797423
351,-5153.666666666667,366.72105657206714
352,-5291.0,123.46659467240522
353,-5370.666666666667,276.07305796352784
354,-5146.666666666667,684.1478884958524
355,-5371.566666666667,571.5761220811568
356,-5244.0,641.346240341362
357,-5205.666666666667,220.78345348629134
358,-5432.133333333333,182.55808208165772
359,-5748.0,348.1077419420602
360,-5355.033333333334,508.48107470517823
361,-5195.0,372.501006710049
362,-5500.333333333333,581.4888935597422
363,-5467.666666666667,272.9786316423564
364,-5111.466666666666,472.71815422441057
365,-5604.666666666667,259.0875013066693
366,-5456.066666666667,190.7690051694285
367,-4936.0,216.19666972458202
368,-5669.0,95.81753492967766
369,-5444.2,308.5004376009861
370,-5599.7,88.97286103076627
371,-5409.666666666667,525.2526376262507
372,-5348.666666666667,411.57542848587696
373,-5448.166666666667,502.41972824853644
374,-5288.0,104.93331215586402
375,-5194.033333333334,362.6392192432215
376,-5294.366666666667,409.55415189365783
377,-5480.333333333333,429.09944457355493
378,-5276.0,687.578359170793
379,-5294.333333333333,232.45071162148176
380,-5150.0,214.04905979704745
381,-5481.666666666667,287.4549240025875
382,-5362.333333333333,183.0555471252739
383,-5018.333333333333,158.9412889507738
384,-5315.400000000001,352.4591891269112
385,-5905.333333333333,326.000511247043
386,-5481.333333333333,154.84616021501265
387,-5480.0,580.6281081725203
388,-5307.666666666667,262.69627582692027
389,-5575.333333333333,465.4743100680567
390,-5027.0,227.71253808255707
391,-5256.7,128.79895185908944
392,-5725.666666666667,345.4060412519349
393,-4989.666666666667,355.87404138730506
394,-5376.333333333333,371.80819427943413
395,-5275.333333333333,305.2365203138924
396,-5206.133333333333,213.55292864611653
397,-5144.2,742.4495403729469
398,-5166.666666666667,474.1163710876617
399,-4860.400000000001,282.77724448760017
400,-5395.8,520.124139028367
401,-5254.466666666666,448.945490380885
402,-5166.066666666667,385.75123244564435
403,-5089.966666666666,653.7166078151397
404,-5659.666666666667,483.5797073216921
405,-4921.933333333333,126.02247154112403
406,-5261.0,348.0962510570891
407,-5474.0,438.302407020541
408,-5386.666666666667,660.2820104571481
409,-5507.666666666667,355.0215955872731
410,-5548.666666666667,546.634551902213
411,-5483.0,287.68733027368444
412,-5145.3,70.76842516263892
413,-5323.033333333334,259.34745677051313
414,-5363.900000000001,315.377028332756
415,-5479.400000000001,132.33094876105181
416,-5466.0,745.5246474798804
417,-4943.7,546.8233444175547
418,-5363.666666666667,362.8420225571086
419,-5022.599999999999,293.43667119158744
420,-5404.333333333333,574.6236449480073
421,-5330.333333333333,376.9420822000821
422,-5064.133333333334,222.21323842951722
423,-5114.333333333333,172.51183534277692
424,-5290.0,159.72789361911714
425,-5550.766666666666,309.2928439736902
426,-5420.333333333333,408.8940368033426
427,-5139.0,743.0686374757046
428,-5359.666666666667,670.8131881033148
429,-5790.333333333333,611.7878172482133
430,-5014.333333333333,277.74868736563513
431,-5460.666666666667,493.1737354455661
432,-5161.066666666667,242.73445024003783
433,-5542.666666666667,538.8694956418792
434,-5166.666666666667,359.1856530171179
435,-5558.400000000001,134.60713205473223
436,-5078.666666666667,696.4770874431788
437,-4973.666666666667,135.35631988693143
438,-5070.3,83.92121305128977
439,-4952.900000000001,349.1508699688435
440,-5690.0,689.2176724373803
441,-5423.666666666667,257.50792868052315
442,-4993.333333333333,519.6155630207138
443,-5517.666666666667,760.9023152372013
444,-5352.0,466.5179524948638
445,-5116.333333333333,391.2088103984025
446,-5327.333333333333,439.98616266120615
447,-5135.7,483.5823301155661
448,-5571.733333333334,279.73203844632
449,-5527.666666666667,303.85742270567187
450,-4899.833333333333,258.44036707397953
451,-5326.666666666667,346.8289684171917
452,-5154.0,519.7278133792726
453,-4955.5,170.7124775756008
454,-4975.666666666667,152.45436475658317
455,-5133.666666666667,221.16132874744028
456,-5155.533333333334,758.1687499055425
457,-5319.333333333333,373.1760085178754
458,-5520.8,665.3902013104793
459,-5245.0,412.36391694715485
460,-5289.333333333333,491.4410781907972
461,-5207.866666666667,486.0516982105228
462,-5231.666666666667,341.31559198684937
463,-5407.033333333334,77.97694103600973
464,-5268.333333333333,229.88982868611942
465,-5390.666666666667,145.34212511633825
466,-5562.0,289.01903051529325
467,-5302.0,101.83810681665287
468,-5476.666666666667,404.1563228916916
469,-4918.099999999999,82.12386985523756
470,-5026.0,550.5006811984886
471,-5209.666666666667,268.23932100520494
472,-5783.333333333333,354.0470778488833
473,-5058.0,128.51459061133875
474,-5569.0,794.913831808203
475,-5388.0,612.6818097511954
476,-5582.333333333333,453.4361403034979
477,-5815.333333333333,609.8174590263332
478,-5368.0,580.6539416898847
479,-5307.733333333334,237.86730194235065
480,-5370.7,364.3797058015166
481,-5580.0,293.79074185549143
482,-5183.333333333333,371.556635431711
483,-5470.133333333334,514.9307267325706
484,-4813.766666666666,193.68676602528438
485,-5139.0,412.45727051417094
486,-5422.666666666667,582.821871014921
487,-4900.0,639.9273396253672
488,-5609.666666666667,232.31515949961872
489,-5153.333333333333,481.2279432174874
490,-5502.666666666667,357.3266479474116
491,-5290.333333333333,356.24476604342306
492,-5362.0,469.8052788124033
493,-5423.666666666667,370.7564339742916
494,-5203.466666666666,70.64738730719888
495,-5109.733333333334,293.76931993204045
496,-5184.099999999999,161.57174876815526
497,-5133.0,321.2288903570163
498,-5309.666666666667,529.1817583149793
499,-5401.0,658.7586811572202
500,-5337.0,162.3360711610331
