seed,episode,total_reward,epsilon,mean_loss,std_loss,return_ma50,return_std50,wall_clock_s
2,1,-5125.0,1.0,,,-5125.0,,0.049840100000437815
2,2,-4819.0,0.997625,,,-4972.0,153.0,0.09229619999678107
2,3,-5793.0,0.99525,,,-5245.666666666667,406.6852454772473,0.13680459999886807
2,4,-5232.1,0.992875,,,-5242.275,352.2487429005248,0.17553659999975935
2,5,-5238.0,0.9905,,,-5241.42,315.06549414367805,0.21169039999949746
2,6,-5547.0,0.988125,,,-5292.349999999999,309.3399626624403,0.2485143000012613
2,7,-5112.0,0.98575,,,-5266.585714285714,293.2640956474528,0.28496289999748114
2,8,-5314.0,0.983375,,,-5272.5125,274.77124775665663,0.3231558999978006
2,9,-5381.0,0.981,,,-5284.566666666667,261.2907533338632,0.35997779999888735
2,10,-5912.0,0.978625,,,-5347.3099999999995,311.2492648987303,0.3966276999999536
2,11,-5018.0,0.97625,,,-5317.372727272727,311.49893941424324,0.43737729999702424
2,12,-5184.0,0.973875,,,-5306.258333333333,300.5069895424878,0.47684189999563387
2,13,-5679.0,0.9715,,,-5334.930769230769,305.3248393347533,0.5189046000014059
2,14,-4987.0,0.969125,,,-5310.078571428572,307.5608329572993,0.5616502999982913
2,15,-4960.0,0.96675,,,-5286.740000000001,309.6983474285906,0.6129262999966159
2,16,-5191.0,0.964375,,,-5280.75625,300.7583393871856,0.6524748999945587
2,17,-4964.0,0.962,,,-5262.123529411765,301.14699855798733,0.6948411999983364
2,18,-5812.0,0.959625,,,-5292.672222222222,318.61574524383434,0.7359069999947678
2,19,-5228.1,0.95725,,,-5289.273684210527,310.45280994414605,0.7784940999990795
2,20,-5168.0,0.954875,,,-5283.210000000001,303.74413064288166,0.8190405999994255
2,21,-5514.0,0.9525,,,-5294.200000000001,300.4708669817457,0.8619049999979325
2,22,-5369.0,0.950125,,,-5297.6,293.97574884519116,0.9039946999982931
2,23,-5488.0,0.94775,,,-5305.878260869566,290.1239824274858,0.946295599998848
2,24,-5289.0,0.945375,,,-5305.175,284.03545003220984,1.0075786000015796
2,25,-5279.8,0.9430000000000001,,,-5304.16,278.3411877534476,1.0512961999993422
2,26,-5652.1,0.940625,,,-5317.542307692308,281.01816417213064,1.0984037999951397
2,27,-5339.2,0.93825,,,-5318.344444444445,275.7953553356027,1.149734599996009
2,28,-5651.0,0.935875,,,-5330.225,277.7724333553329,1.203587099997094
2,29,-5534.0,0.9335,,,-5337.251724137932,275.46218667928053,1.2514553000000888
2,30,-4933.0,0.931125,,,-5323.776666666668,280.3851644712244,1.2997226000006776
2,31,-5305.0,0.92875,,,-5323.170967741936,275.84570277199015,1.345096699995338
2,32,-5822.0,0.926375,,,-5338.759375,285.03677707816826,1.3933360999944853
2,33,-5519.8,0.924,,,-5344.245454545454,282.3952399921924,1.4302032999985386
2,34,-5569.0,0.921625,174.81449381510416,13.516583397630471,-5350.85588235294,280.7910173181727,1.5943801999965217
2,35,-5796.1,0.91925,178.00804341634114,8.569254295940818,-5363.5771428571425,286.51903460649305,1.7709026000011363
2,36,-5434.0,0.916875,171.65967763264973,9.614487598969367,-5365.533333333333,282.7485199882673,1.941011899994919
2,37,-4973.0,0.9145,152.40222930908203,13.2683045946621,-5354.924324324324,286.0731407188723,2.113958099995216
2,38,-4806.6,0.912125,118.4095848083496,13.876108504128936,-5340.494736842105,295.6147750628461,2.2972441999954754
2,39,-4816.0,0.9097500000000001,82.31848220825195,11.766174243945455,-5327.046153846153,303.34835001952143,2.480119599997124
2,40,-5688.0,0.907375,64.77130241394043,14.40747463846297,-5336.07,304.78759505596685,2.625330099996063
2,41,-5347.0,0.905,108.17896779378255,13.48817946505259,-5336.336585365853,301.0524496528783,2.7916008999964106
2,42,-4540.0,0.902625,73.00760752360026,10.524026119038671,-5317.3761904761905,321.26938615549045,2.9696026999954483
2,43,-5391.0,0.90025,63.00044708251953,6.83536520860933,-5319.088372093023,317.705552732219,3.1399678999950993
2,44,-4540.0,0.897875,64.40760548909505,7.083163123894324,-5301.381818181818,334.8495898925959,3.3050641999943764
2,45,-5765.0,0.8955,60.9404483795166,6.923263582287549,-5311.684444444444,338.08717610538497,3.4572160999960033
2,46,-4877.0,0.893125,59.44623057047526,5.968498438763783,-5302.234782608695,340.3474945567246,3.622245300000941
2,47,-5241.0,0.89075,83.56387570699056,31.997405405854234,-5300.9319148936165,336.8232411665653,3.776865200001339
2,48,-4939.1,0.888375,93.5621098836263,14.40393558535419,-5293.39375,337.2789364941193,3.9377378999997745
2,49,-6060.0,0.886,74.71331354777018,9.535169364456081,-5309.038775510204,350.9762320089999,4.1041540000005625
2,50,-4986.0,0.883625,71.05222142537436,8.881943328793662,-5302.578,350.37974900955675,4.272161699998833
2,51,-5449.0,0.88125,69.31847496032715,7.373234856206594,-5309.058000000001,350.03155177212244,4.4446192999967025
2,52,-5035.0,0.878875,72.48477834065756,8.87915759750988,-5313.378000000001,345.2570690311786,4.59654109999974
2,53,-4842.0,0.8765000000000001,73.04442621866862,8.071774181962747,-5294.358,344.505272000299,4.762843699994846
2,54,-5993.0,0.874125,96.78592834472656,21.745596953085567,-5309.576,357.961990473849,4.921982899999421
2,55,-5817.0,0.87175,82.16379470825196,10.685783396856214,-5321.156,364.7599348393406,5.071614599997702
2,56,-5239.4,0.869375,79.95580698649088,7.153215383802114,-5315.004,363.4907613461448,5.221316899995145
2,57,-5149.0,0.867,85.01715977986653,10.425454100816557,-5315.743999999999,363.1141970014392,5.375742899996112
2,58,-5271.0,0.864625,79.54917996724447,9.024101761077544,-5314.884,363.16822568060655,5.5173155999946175
2,59,-5651.0,0.86225,77.65382779439291,11.395071138506166,-5320.284000000001,366.1066141767996,5.680949499997951
2,60,-6130.0,0.859875,78.94342308044433,16.435215497588306,-5324.644,374.33312285182564,5.82873649999965
2,61,-4835.0,0.8575,114.9341049194336,16.423996962198103,-5320.984,378.18818773726923,5.972632099998009
2,62,-5486.0,0.855125,87.07993151346842,10.401148593136654,-5327.024,378.3637628314847,6.137625099996512
2,63,-5287.0,0.85275,92.9065497080485,15.59503447533165,-5319.184,375.03595526829156,6.303039599995827
2,64,-4508.0,0.850375,93.75121663411458,12.928850656754134,-5309.604,389.2475520590977,6.465305699995952
2,65,-5434.0,0.848,82.56099446614583,9.015381869591774,-5319.084,386.3791072819544,6.635415400000056
2,66,-5504.0,0.8456250000000001,86.34056866963705,12.244444071615124,-5325.344,386.78856661488845,6.837991299995338
2,67,-5206.0,0.84325,101.3639528910319,23.683977688699667,-5330.184,383.73876497429865,7.005316299997503
