episode,reward_mean,reward_std
175,-4946.450980312108,324.1767284455805
176,-5146.566666666667,81.77752339936298
177,-5196.613453990328,184.60536388080175
178,-5048.499999986877,455.3534341407988
179,-5348.560105269812,129.42496981780116
180,-4913.541666600083,890.651590226594
181,-5442.806547524363,213.03285236641315
182,-5357.907168117996,135.7385299783043
183,-5295.034156557483,461.6560948414731
184,-5048.156975325059,395.8517048706666
185,-5170.752314760758,56.26613986682579
186,-5224.841855092759,203.13799904706258
187,-5185.989506022881,565.5536285667904
188,-5543.239126312802,143.87856411340633
189,-5646.807479992585,383.6878717040899
190,-5171.333333333333,404.8584114642222
191,-4954.818062457923,553.2736717954497
192,-5485.283941720819,232.53408545845943
193,-5242.849687299077,247.39500218251476
194,-5294.452326769833,575.6564892928488
195,-5089.430959426874,70.73235051316064
196,-5032.190116565483,330.0562801059636
197,-5042.481729127805,66.50698777957733
198,-4902.133875484826,312.33470961317755
199,-5122.510416633012,434.3278574787763
200,-5142.475595201558,331.10938800422645
201,-5174.6357634234555,384.07448951978864
202,-4913.721654116588,361.2047895112908
203,-5129.492029934213,623.6838882103197
204,-5047.90509310504,129.94668702614737
205,-5343.067643253865,345.16137049565754
206,-5055.427399891906,396.2283206554294
207,-5123.09521736964,156.77758694906427
208,-5048.794599641228,327.69377411697104
209,-5407.766767295823,309.21565092755384
210,-5137.738910000415,382.39241773918855
211,-5624.224735167336,748.0015769705535
212,-5316.3867245015135,365.3126055163711
213,-5408.134259185875,241.8382694631895
214,-5002.487299792314,518.4158379150497
215,-4948.634544910852,310.11554575341717
216,-5348.901868080925,408.693129489854
217,-4816.666666666667,272.529509105589
218,-5328.0,631.3802340903618
219,-5162.1034265401195,365.5760537367582
220,-4964.862744928679,31.039785592447775
221,-5215.375443483197,285.429470808325
222,-5417.333333333333,160.78038852214937
223,-5037.900793585403,308.86555050727145
224,-5179.666666666667,448.3484507984089
225,-5419.826726717402,213.06523413766197
226,-5128.807563561494,557.6856614661224
227,-5092.861491067742,173.0226537166557
228,-4906.49999987349,410.9692809750261
229,-5088.8398553694105,533.6072150770028
230,-5161.9439721085,814.352878328537
231,-5343.333333269661,242.57026468447566
232,-5151.999999790555,149.52508155000785
233,-5243.533771463864,55.49199798414353
234,-5408.7999998438945,174.27068012554008
235,-5249.648148073472,166.79806245452343
236,-5009.378787794784,464.44818042647177
237,-5131.667973660364,409.14622286442597
238,-5577.029618345223,170.39717009371458
239,-5562.456092032521,666.5333274663922
240,-5155.315917637375,452.1164916105796
241,-5036.996963302433,316.98668495155545
242,-5280.142710791018,393.22635774479704
243,-5185.833333317152,182.31451760678357
244,-5070.7395832303255,234.48734977880474
245,-5056.469042273174,83.30019996402429
246,-5167.999999945119,401.77979051078876
247,-5485.427050191967,197.2760998094091
248,-5015.833333281308,267.0684992910315
249,-5364.055555476004,229.45662476366564
250,-5410.098606730092,339.45585472637225
251,-5088.819893439754,132.10438390679911
252,-5098.466666511161,128.28114976843787
253,-5059.141624319111,272.6072138894752
254,-5039.523809432093,202.81158113565186
255,-5236.999999967803,228.14030769796608
256,-5201.2163741485965,268.5415206671389
257,-5096.864406967606,216.6834131144854
258,-4975.62885491129,115.95473287804839
259,-5423.99999982739,107.42904643027943
260,-5253.0,404.5231760974889
261,-5265.584849146847,242.70616228901758
262,-5493.515091711871,359.653049979795
263,-5308.499999941289,259.2532546484118
264,-5743.766695098093,571.5463676013926
265,-5619.466666666667,633.683874919769
266,-5356.625682981324,539.3178848633648
267,-5244.945891681412,177.37754859056446
268,-5115.904668585716,189.26743365838303
269,-5441.333279038089,228.01591325420713
270,-5223.046546457711,243.6903443228011
271,-5377.638068965858,375.1810960022823
272,-5734.943466537444,231.32030829236018
273,-5393.166666650165,356.06190941142904
274,-5310.333333333333,218.87287025424908
275,-5283.067436365529,290.45161491755596
276,-5167.325764282846,201.92842695119532
277,-5279.211470319425,562.4886149052033
278,-5266.631111043087,563.1173425138979
279,-5156.791588255803,545.7373344410051
280,-5160.3333331877775,156.42596759751177
281,-5564.533333333333,300.10673656773065
282,-5215.117158630582,414.93687042116665
283,-5220.333333333333,201.52501912500415
284,-5569.923571061027,536.3079699016765
285,-5197.833333127094,28.637096897037786
286,-5380.972788942327,943.7834709782294
287,-5533.7,108.26527605839262
288,-5237.970067734174,179.29007115971552
289,-5379.397005192935,87.54829967029987
290,-5330.6678373792865,391.2524045283371
291,-5432.489154489573,394.42187204857214
292,-5469.610180599008,121.96043589018193
293,-5530.153384364748,109.3339894139575
294,-5388.3,271.6545048402472
295,-5217.99999995559,476.40004205479664
296,-5314.397278869904,468.0994890034455
297,-5234.436388208195,421.69926938151355
298,-5133.482103763564,401.02725380901126
299,-4875.333333333333,770.1054040411179
300,-5043.719607812061,843.0963209257577
301,-5019.437738986416,378.67138284640635
302,-5139.486421006534,848.911644197627
303,-5473.219120104863,323.6469264716791
304,-5100.666666630279,462.9485213190348
305,-5362.9429985968745,297.1937875633642
306,-5495.161637797491,177.55024987885
307,-5183.838096705646,339.13017866786146
308,-5136.130548539123,74.8586618392856
309,-5340.333333333333,485.4547696061223
310,-5164.064124771036,543.8189994677414
311,-5316.336213391161,561.5483804733615
312,-4924.237180226491,362.93204531019484
313,-5388.428609825016,196.7125355844633
314,-5536.836152456687,249.6250757909351
315,-5270.902638283094,485.68634937872474
316,-5225.918407376767,485.94391133105256
317,-5080.833333237798,370.4417409021728
318,-5379.723275424699,530.266140754795
319,-5153.599999999999,243.09166995189273
320,-5537.040764293831,667.3113167381711
321,-5391.474810016954,215.41532043881085
322,-5130.499999989518,327.80215068538246
323,-5240.40285547825,355.61871415253694
324,-5442.158370589416,68.81962453982186
325,-5424.1958940107,497.9201541541742
326,-5503.398183885689,197.62980001497397
327,-4944.3695371480035,342.1998186891326
328,-4915.1126260034225,72.0890873582664
329,-5504.095238084672,397.1086903457453
330,-5254.061181230985,415.1749652404542
331,-5177.274144524776,340.35562982423767
332,-5249.598919018049,399.6802760793888
333,-5429.083333232207,361.1258726509978
334,-5216.090650168045,447.3995024994473
335,-5502.3565119819,379.5153242947889
336,-5530.044813342214,462.72474568141746
337,-4809.074866262359,97.13049128557307
338,-5203.501831331408,239.4006366823252
339,-4988.272773493074,482.8897847375511
340,-5175.625466899347,147.39261879572308
341,-5229.396900404668,562.0951383330229
342,-5250.1326781657335,117.51236781455474
343,-5272.350912369492,506.80523856596454
344,-5290.618319443877,779.8730951765654
345,-5079.29999976213,358.79753313402966
346,-5308.279875051969,209.16789084199988
347,-5185.919678682926,269.5660190631719
348,-5280.913419886493,116.08582423033317
349,-5410.745730350296,240.02522818224406
350,-5015.467546010388,164.23060515596697
351,-5155.71424205365,590.3085827571639
352,-5341.034476150856,110.6963889484324
353,-5414.168859558701,258.2654310394843
354,-5160.637872805271,526.2234836808623
355,-5513.889116474016,520.158134040709
356,-5236.942225039836,640.6189095470801
357,-5096.995405056554,273.67275542859113
358,-5460.643680044913,288.6315752640818
359,-5819.7766317354735,314.06622379948743
360,-5311.1640387362895,381.62750747311975
361,-5126.294573528347,304.9942504463069
362,-5461.4983854518905,648.876321309764
363,-5448.081632514758,226.3550231742107
364,-5047.117658045839,507.4191617310969
365,-5576.333333270868,377.2142406301627
366,-5591.2057330605285,81.95655767281335
367,-5132.291666631473,77.20430824129473
368,-5702.152619693615,32.92463735780336
369,-5462.753011944126,330.00532478070045
370,-5518.814705783835,120.15020024801677
371,-5471.591194439777,587.689376670229
372,-5335.52515708949,396.21829913694614
373,-5447.559632960837,451.6575426324739
374,-5275.429534610299,162.5458615061072
375,-5190.458079095107,331.6344773379021
376,-5383.666666666667,436.7634752738986
377,-5505.892122336893,378.8463712626822
378,-5279.074372561686,787.9486804937736
379,-5285.851352625176,70.01581850723399
380,-5214.073333280071,282.4176979345056
381,-5403.316023354378,292.60043189935584
382,-5396.077315790927,202.86309702159477
383,-4939.215072007289,205.01080264207724
384,-5232.798477286084,472.14894761827446
385,-5824.9627724401,229.4392900884365
386,-5452.760737417068,360.64530452857065
387,-5466.2898223527,524.8460797676307
388,-5222.499999943126,435.53845989507755
389,-5503.333333333333,322.00362316802176
390,-5125.827811015805,320.95696559658484
391,-5233.763127970827,226.62032737662102
392,-5722.143359356341,356.9138920199469
393,-4973.502976124385,379.71225013521644
394,-5378.999999850679,496.880015683818
395,-5163.695266587644,341.41225687393927
396,-5241.748796251509,267.8942123764335
397,-5127.966666524029,641.1145791118221
398,-5158.6183573883345,326.6266794610668
399,-4894.598238389192,418.2569282822594
400,-5415.110939238836,455.30567065047086
401,-5087.340579522933,318.154990441762
402,-5149.0,451.93915519680303
403,-5070.549984741158,633.6857503626011
404,-5640.839794154771,496.4406706403825
405,-5006.779914439924,181.07573257711715
406,-5253.300774507311,363.8675274233114
407,-5491.2143101117335,311.9483313087166
408,-5355.005442383728,693.0156190172091
409,-5467.067850931053,429.6426195060614
410,-5549.212365484294,396.74705793720625
411,-5500.09255982362,428.1052350275911
412,-5113.499999919285,187.48399941543326
413,-5438.333333128014,349.11471382411935
414,-5386.172225305328,333.7075475783254
415,-5500.811988038098,224.0012102833416
416,-5406.005747092132,732.669987366988
417,-4883.355698557744,509.7768206560463
418,-5451.545481544159,495.2794113320976
419,-4814.333333333333,360.6193745950615
420,-5365.56837135458,415.7414445885141
421,-5496.897846761843,393.9850371665428
422,-5066.700928562398,391.2606695938585
423,-5204.676116305148,301.35421887310684
424,-5257.54652769514,90.784808802762
425,-5492.604511868404,231.06160441472989
426,-5397.092673286284,359.91106485852276
427,-5074.012745885963,749.3019197547195
428,-5416.349264495052,667.5407357502014
429,-5817.923932791101,515.2337757832388
430,-4947.989009261725,275.5298170056182
431,-5460.847848137462,502.8600759614675
432,-5095.650108239508,229.04568296594272
433,-5497.231341044976,553.7621830883883
434,-5161.8111584450735,337.3964940264781
435,-5588.209165996896,193.03989451781132
436,-5141.142743734283,704.2540055196843
437,-5094.9414228167725,185.93434564439525
438,-5145.780126957623,39.67391463859928
439,-4971.477347194097,364.19795853632854
440,-5687.897861192716,631.8003012552477
441,-5391.085595239387,228.39280284656905
442,-4979.19359960763,589.9830409900682
443,-5325.1964211422,777.4470399116309
444,-5293.22198873022,521.2485684731099
445,-5192.29946516763,441.444791900569
446,-5296.366666593579,398.8631635460964
447,-5241.666666666667,411.40045373496275
448,-5681.220263314517,329.1343916370523
449,-5657.61232727876,324.10533626160975
450,-5033.999999855388,383.4383914601573
451,-5367.360868048277,345.88179652550974
452,-5245.375890913329,601.0081589951183
453,-4989.267898773239,87.99217079736707
454,-4969.333333333333,220.658861896216
455,-5121.633856252233,267.90589779977506
456,-5286.0,871.7620088074497
457,-5391.911078150136,586.1384858212728
458,-5466.864330856958,494.1401525113337
459,-5251.666666512569,476.7164600518432
460,-5416.903935756715,489.00946950036035
461,-5231.261111006032,428.43701737581085
462,-5287.99736989771,260.4402907347988
463,-5356.245827324547,164.51761564358625
464,-5232.666666633611,260.96232170233753
465,-5355.139311806458,109.10108002341416
466,-5622.264835223211,415.52957929818785
467,-5274.797122764864,71.78437661602115
468,-5420.841811826954,381.8852026112888
469,-5028.333333250509,93.43090124166449
470,-5087.890350796147,543.7972875508502
471,-5204.683788495277,485.53406347667254
472,-5827.8609028210385,336.7088908235824
473,-5062.345744507467,372.66174132786966
474,-5570.675130403882,688.6972481545639
475,-5463.984449148895,536.322141391053
476,-5560.333333333333,490.0676824004348
477,-5775.480358965096,619.6851425177751
478,-5385.278342566188,627.1970644449866
479,-5331.666666666667,128.8112313943678
480,-5404.759616697559,194.76631810808436
481,-5455.9044093467855,267.08401424785245
482,-5213.485486836056,118.70788510003565
483,-5501.24427180908,517.3638759320746
484,-4860.469537482476,222.0379411562157
485,-5109.873027620883,606.0413776586089
486,-5453.314884443814,282.9770102029459
487,-4873.533333333334,718.7678716618691
488,-5418.300998585422,313.90988355120504
489,-5273.355927297454,282.31952774158776
490,-5503.193807672261,307.62041444730636
491,-5307.629827688753,421.1734362978662
492,-5395.837263735803,267.01008004292834
493,-5417.5146894272975,297.0870749289875
494,-5303.89489472688,107.79158755696591
495,-5081.912132082991,185.27765027681372
496,-5197.117160983297,44.063683388960825
497,-5223.964240050071,377.6937395064199
498,-5398.603053342792,520.0586500853217
499,-5596.5521627299795,570.2463564715196
500,-5373.501726487536,229.6718071681142
